filename,width,height,class,xmin,ymin,xmax,ymax
cartel_161_MMV59K-ng.png,768,128,L,266,5,374,123
cartel_161_MMV59K-ng.png,768,128,N,394,5,502,123
cartel_161_MMV59K-ng.png,768,128,N,522,5,630,123
cartel_161_MMV59K-ng.png,768,128,L,650,5,758,123
cartel_163_86U1LP54QW-nsp.png,1280,128,N,10,5,118,123
cartel_163_86U1LP54QW-nsp.png,1280,128,N,138,5,246,123
cartel_163_86U1LP54QW-nsp.png,1280,128,L,266,5,374,123
cartel_163_86U1LP54QW-nsp.png,1280,128,N,394,5,502,123
cartel_163_86U1LP54QW-nsp.png,1280,128,L,522,5,630,123
cartel_163_86U1LP54QW-nsp.png,1280,128,L,650,5,758,123
cartel_163_86U1LP54QW-nsp.png,1280,128,N,778,5,886,123
cartel_163_86U1LP54QW-nsp.png,1280,128,N,906,5,1014,123
cartel_163_86U1LP54QW-nsp.png,1280,128,L,1034,5,1142,123
cartel_163_86U1LP54QW-nsp.png,1280,128,L,1162,5,1270,123
cartel_164_WUV8O1-nsp.png,768,128,L,10,5,118,123
cartel_164_WUV8O1-nsp.png,768,128,L,138,5,246,123
cartel_164_WUV8O1-nsp.png,768,128,L,266,5,374,123
cartel_164_WUV8O1-nsp.png,768,128,N,394,5,502,123
cartel_164_WUV8O1-nsp.png,768,128,L,522,5,630,123
cartel_164_WUV8O1-nsp.png,768,128,N,650,5,758,123
cartel_165_2EEB6-c.png,640,128,N,10,5,118,123
cartel_165_2EEB6-c.png,640,128,L,138,5,246,123
cartel_165_2EEB6-c.png,640,128,L,266,5,374,123
cartel_165_2EEB6-c.png,640,128,L,394,5,502,123
cartel_165_2EEB6-c.png,640,128,N,522,5,630,123
cartel_166_FS-c.png,256,128,L,10,5,118,123
cartel_166_FS-c.png,256,128,L,138,5,246,123
cartel_169_MR-nsp.png,256,128,L,10,5,118,123
cartel_169_MR-nsp.png,256,128,L,138,5,246,123
cartel_170_MIKAWOFN-c.png,1024,128,L,10,5,118,123
cartel_170_MIKAWOFN-c.png,1024,128,L,138,5,246,123
cartel_170_MIKAWOFN-c.png,1024,128,L,266,5,374,123
cartel_170_MIKAWOFN-c.png,1024,128,L,394,5,502,123
cartel_170_MIKAWOFN-c.png,1024,128,L,522,5,630,123
cartel_170_MIKAWOFN-c.png,1024,128,L,650,5,758,123
cartel_170_MIKAWOFN-c.png,1024,128,L,778,5,886,123
cartel_170_MIKAWOFN-c.png,1024,128,L,906,5,1014,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,10,5,118,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,138,5,246,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,266,5,374,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,394,5,502,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,522,5,630,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,650,5,758,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,778,5,886,123
cartel_170_MIKAWOFN-ng.png,1024,128,L,906,5,1014,123
cartel_176_DSOH-ng.png,512,128,L,10,5,118,123
cartel_176_DSOH-ng.png,512,128,L,138,5,246,123
cartel_176_DSOH-ng.png,512,128,L,266,5,374,123
cartel_176_DSOH-ng.png,512,128,L,394,5,502,123
cartel_177_VHZO3VV-c.png,896,128,L,10,5,118,123
cartel_177_VHZO3VV-c.png,896,128,L,138,5,246,123
cartel_177_VHZO3VV-c.png,896,128,L,266,5,374,123
cartel_177_VHZO3VV-c.png,896,128,L,394,5,502,123
cartel_177_VHZO3VV-c.png,896,128,N,522,5,630,123
cartel_177_VHZO3VV-c.png,896,128,L,650,5,758,123
cartel_177_VHZO3VV-c.png,896,128,L,778,5,886,123
cartel_178_3QFC4B1N3M-c.png,1280,128,N,10,5,118,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,138,5,246,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,266,5,374,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,394,5,502,123
cartel_178_3QFC4B1N3M-c.png,1280,128,N,522,5,630,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,650,5,758,123
cartel_178_3QFC4B1N3M-c.png,1280,128,N,778,5,886,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,906,5,1014,123
cartel_178_3QFC4B1N3M-c.png,1280,128,N,1034,5,1142,123
cartel_178_3QFC4B1N3M-c.png,1280,128,L,1162,5,1270,123
cartel_181_GPEKTZXD-c.png,1024,128,L,10,5,118,123
cartel_181_GPEKTZXD-c.png,1024,128,L,138,5,246,123
cartel_181_GPEKTZXD-c.png,1024,128,L,266,5,374,123
cartel_181_GPEKTZXD-c.png,1024,128,L,394,5,502,123
cartel_181_GPEKTZXD-c.png,1024,128,L,522,5,630,123
cartel_181_GPEKTZXD-c.png,1024,128,L,650,5,758,123
cartel_181_GPEKTZXD-c.png,1024,128,L,778,5,886,123
cartel_181_GPEKTZXD-c.png,1024,128,L,906,5,1014,123
cartel_182_Z0-c.png,256,128,L,10,5,118,123
cartel_182_Z0-c.png,256,128,N,138,5,246,123
cartel_184_NAR3607-nsp.png,896,128,L,10,5,118,123
cartel_184_NAR3607-nsp.png,896,128,L,138,5,246,123
cartel_184_NAR3607-nsp.png,896,128,L,266,5,374,123
cartel_184_NAR3607-nsp.png,896,128,N,394,5,502,123
cartel_184_NAR3607-nsp.png,896,128,N,522,5,630,123
cartel_184_NAR3607-nsp.png,896,128,N,650,5,758,123
cartel_184_NAR3607-nsp.png,896,128,N,778,5,886,123
cartel_186_D2L9V-c.png,640,128,L,10,5,118,123
cartel_186_D2L9V-c.png,640,128,N,138,5,246,123
cartel_186_D2L9V-c.png,640,128,L,266,5,374,123
cartel_186_D2L9V-c.png,640,128,N,394,5,502,123
cartel_186_D2L9V-c.png,640,128,L,522,5,630,123
cartel_188_VC2L15I-c.png,896,128,L,10,5,118,123
cartel_188_VC2L15I-c.png,896,128,L,138,5,246,123
cartel_188_VC2L15I-c.png,896,128,N,266,5,374,123
cartel_188_VC2L15I-c.png,896,128,L,394,5,502,123
cartel_188_VC2L15I-c.png,896,128,N,522,5,630,123
cartel_188_VC2L15I-c.png,896,128,N,650,5,758,123
cartel_188_VC2L15I-c.png,896,128,L,778,5,886,123
cartel_190_2O7-ng.png,384,128,N,10,5,118,123
cartel_190_2O7-ng.png,384,128,L,138,5,246,123
cartel_190_2O7-ng.png,384,128,N,266,5,374,123
cartel_191_92HU3ZK7-nsp.png,1024,128,N,10,5,118,123
cartel_191_92HU3ZK7-nsp.png,1024,128,N,138,5,246,123
cartel_191_92HU3ZK7-nsp.png,1024,128,L,266,5,374,123
cartel_191_92HU3ZK7-nsp.png,1024,128,L,394,5,502,123
cartel_191_92HU3ZK7-nsp.png,1024,128,N,522,5,630,123
cartel_191_92HU3ZK7-nsp.png,1024,128,L,650,5,758,123
cartel_191_92HU3ZK7-nsp.png,1024,128,L,778,5,886,123
cartel_191_92HU3ZK7-nsp.png,1024,128,N,906,5,1014,123
cartel_194_GHE8Y3X-ng.png,896,128,L,10,5,118,123
cartel_194_GHE8Y3X-ng.png,896,128,L,138,5,246,123
cartel_194_GHE8Y3X-ng.png,896,128,L,266,5,374,123
cartel_194_GHE8Y3X-ng.png,896,128,N,394,5,502,123
cartel_194_GHE8Y3X-ng.png,896,128,L,522,5,630,123
cartel_194_GHE8Y3X-ng.png,896,128,N,650,5,758,123
cartel_194_GHE8Y3X-ng.png,896,128,L,778,5,886,123
cartel_195_6BO-nsp.png,384,128,N,10,5,118,123
cartel_195_6BO-nsp.png,384,128,L,138,5,246,123
cartel_195_6BO-nsp.png,384,128,L,266,5,374,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,10,5,118,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,138,5,246,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,266,5,374,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,394,5,502,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,522,5,630,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,650,5,758,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,N,778,5,886,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,906,5,1014,123
cartel_200_KKDPFB4ZU-ng.png,1152,128,L,1034,5,1142,123
cartel_202_3P84UX-ng.png,768,128,N,10,5,118,123
cartel_202_3P84UX-ng.png,768,128,L,138,5,246,123
cartel_202_3P84UX-ng.png,768,128,N,266,5,374,123
cartel_202_3P84UX-ng.png,768,128,N,394,5,502,123
cartel_202_3P84UX-ng.png,768,128,L,522,5,630,123
cartel_202_3P84UX-ng.png,768,128,L,650,5,758,123
cartel_203_DCCS6-c.png,640,128,L,10,5,118,123
cartel_203_DCCS6-c.png,640,128,L,138,5,246,123
cartel_203_DCCS6-c.png,640,128,L,266,5,374,123
cartel_203_DCCS6-c.png,640,128,L,394,5,502,123
cartel_203_DCCS6-c.png,640,128,N,522,5,630,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,10,5,118,123
cartel_205_V0YTWGCPTX-c.png,1280,128,N,138,5,246,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,266,5,374,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,394,5,502,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,522,5,630,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,650,5,758,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,778,5,886,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,906,5,1014,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,1034,5,1142,123
cartel_205_V0YTWGCPTX-c.png,1280,128,L,1162,5,1270,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,10,5,118,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,N,138,5,246,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,266,5,374,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,394,5,502,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,522,5,630,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,650,5,758,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,778,5,886,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,906,5,1014,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,1034,5,1142,123
cartel_205_V0YTWGCPTX-ng.png,1280,128,L,1162,5,1270,123
cartel_206_L6ATO3N28-ng.png,1152,128,L,10,5,118,123
cartel_206_L6ATO3N28-ng.png,1152,128,N,138,5,246,123
cartel_206_L6ATO3N28-ng.png,1152,128,L,266,5,374,123
cartel_206_L6ATO3N28-ng.png,1152,128,L,394,5,502,123
cartel_206_L6ATO3N28-ng.png,1152,128,L,522,5,630,123
cartel_206_L6ATO3N28-ng.png,1152,128,N,650,5,758,123
cartel_206_L6ATO3N28-ng.png,1152,128,L,778,5,886,123
cartel_206_L6ATO3N28-ng.png,1152,128,N,906,5,1014,123
cartel_206_L6ATO3N28-ng.png,1152,128,N,1034,5,1142,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,L,10,5,118,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,N,138,5,246,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,L,266,5,374,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,N,394,5,502,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,L,522,5,630,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,N,650,5,758,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,L,778,5,886,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,L,906,5,1014,123
cartel_209_Y8Q4D2YU6-c.png,1152,128,N,1034,5,1142,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,L,10,5,118,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,N,138,5,246,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,L,266,5,374,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,N,394,5,502,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,L,522,5,630,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,N,650,5,758,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,L,778,5,886,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,L,906,5,1014,123
cartel_209_Y8Q4D2YU6-ng.png,1152,128,N,1034,5,1142,123
cartel_212_Y5-c.png,256,128,L,10,5,118,123
cartel_212_Y5-c.png,256,128,N,138,5,246,123
cartel_215_M169-nsp.png,512,128,L,10,5,118,123
cartel_215_M169-nsp.png,512,128,N,138,5,246,123
cartel_215_M169-nsp.png,512,128,N,266,5,374,123
cartel_215_M169-nsp.png,512,128,N,394,5,502,123
cartel_217_K9P7DT-c.png,768,128,L,10,5,118,123
cartel_217_K9P7DT-c.png,768,128,N,138,5,246,123
cartel_217_K9P7DT-c.png,768,128,L,266,5,374,123
cartel_217_K9P7DT-c.png,768,128,N,394,5,502,123
cartel_217_K9P7DT-c.png,768,128,L,522,5,630,123
cartel_217_K9P7DT-c.png,768,128,L,650,5,758,123
cartel_218_UA458Y6-ng.png,896,128,L,10,5,118,123
cartel_218_UA458Y6-ng.png,896,128,L,138,5,246,123
cartel_218_UA458Y6-ng.png,896,128,N,266,5,374,123
cartel_218_UA458Y6-ng.png,896,128,N,394,5,502,123
cartel_218_UA458Y6-ng.png,896,128,N,522,5,630,123
cartel_218_UA458Y6-ng.png,896,128,L,650,5,758,123
cartel_218_UA458Y6-ng.png,896,128,N,778,5,886,123
cartel_219_JQBEA-ng.png,640,128,L,10,5,118,123
cartel_219_JQBEA-ng.png,640,128,L,138,5,246,123
cartel_219_JQBEA-ng.png,640,128,L,266,5,374,123
cartel_219_JQBEA-ng.png,640,128,L,394,5,502,123
cartel_219_JQBEA-ng.png,640,128,L,522,5,630,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,10,5,118,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,138,5,246,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,266,5,374,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,394,5,502,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,522,5,630,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,650,5,758,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,778,5,886,123
cartel_226_IHKHDVSU-ng.png,1024,128,L,906,5,1014,123
cartel_227_ESYIL-ng.png,640,128,L,10,5,118,123
cartel_227_ESYIL-ng.png,640,128,L,138,5,246,123
cartel_227_ESYIL-ng.png,640,128,L,266,5,374,123
cartel_227_ESYIL-ng.png,640,128,L,394,5,502,123
cartel_227_ESYIL-ng.png,640,128,L,522,5,630,123
cartel_229_X6N-nsp.png,384,128,L,10,5,118,123
cartel_229_X6N-nsp.png,384,128,N,138,5,246,123
cartel_229_X6N-nsp.png,384,128,L,266,5,374,123
cartel_230_EW6PJ-ng.png,640,128,L,10,5,118,123
cartel_230_EW6PJ-ng.png,640,128,L,138,5,246,123
cartel_230_EW6PJ-ng.png,640,128,N,266,5,374,123
cartel_230_EW6PJ-ng.png,640,128,L,394,5,502,123
cartel_230_EW6PJ-ng.png,640,128,L,522,5,630,123
cartel_230_EW6PJ-nsp.png,640,128,L,10,5,118,123
cartel_230_EW6PJ-nsp.png,640,128,L,138,5,246,123
cartel_230_EW6PJ-nsp.png,640,128,N,266,5,374,123
cartel_230_EW6PJ-nsp.png,640,128,L,394,5,502,123
cartel_230_EW6PJ-nsp.png,640,128,L,522,5,630,123
cartel_231_W4-c.png,256,128,L,10,5,118,123
cartel_231_W4-c.png,256,128,N,138,5,246,123
cartel_233_2I845A-ng.png,768,128,N,10,5,118,123
cartel_233_2I845A-ng.png,768,128,L,138,5,246,123
cartel_233_2I845A-ng.png,768,128,N,266,5,374,123
cartel_233_2I845A-ng.png,768,128,N,394,5,502,123
cartel_233_2I845A-ng.png,768,128,N,522,5,630,123
cartel_233_2I845A-ng.png,768,128,L,650,5,758,123
cartel_234_ONOW4A7S-c.png,1024,128,L,10,5,118,123
cartel_234_ONOW4A7S-c.png,1024,128,L,138,5,246,123
cartel_234_ONOW4A7S-c.png,1024,128,L,266,5,374,123
cartel_234_ONOW4A7S-c.png,1024,128,L,394,5,502,123
cartel_234_ONOW4A7S-c.png,1024,128,N,522,5,630,123
cartel_234_ONOW4A7S-c.png,1024,128,L,650,5,758,123
cartel_234_ONOW4A7S-c.png,1024,128,N,778,5,886,123
cartel_234_ONOW4A7S-c.png,1024,128,L,906,5,1014,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,10,5,118,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,138,5,246,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,266,5,374,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,394,5,502,123
cartel_234_ONOW4A7S-ng.png,1024,128,N,522,5,630,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,650,5,758,123
cartel_234_ONOW4A7S-ng.png,1024,128,N,778,5,886,123
cartel_234_ONOW4A7S-ng.png,1024,128,L,906,5,1014,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,10,5,118,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,138,5,246,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,266,5,374,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,394,5,502,123
cartel_234_ONOW4A7S-nsp.png,1024,128,N,522,5,630,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,650,5,758,123
cartel_234_ONOW4A7S-nsp.png,1024,128,N,778,5,886,123
cartel_234_ONOW4A7S-nsp.png,1024,128,L,906,5,1014,123
cartel_235_A39TOL81R-nsp.png,1152,128,L,10,5,118,123
cartel_235_A39TOL81R-nsp.png,1152,128,N,138,5,246,123
cartel_235_A39TOL81R-nsp.png,1152,128,N,266,5,374,123
cartel_235_A39TOL81R-nsp.png,1152,128,L,394,5,502,123
cartel_235_A39TOL81R-nsp.png,1152,128,L,522,5,630,123
cartel_235_A39TOL81R-nsp.png,1152,128,L,650,5,758,123
cartel_235_A39TOL81R-nsp.png,1152,128,N,778,5,886,123
cartel_235_A39TOL81R-nsp.png,1152,128,N,906,5,1014,123
cartel_235_A39TOL81R-nsp.png,1152,128,L,1034,5,1142,123
cartel_236_6RML-ng.png,512,128,N,10,5,118,123
cartel_236_6RML-ng.png,512,128,L,138,5,246,123
cartel_236_6RML-ng.png,512,128,L,266,5,374,123
cartel_236_6RML-ng.png,512,128,L,394,5,502,123
cartel_237_DRY-ng.png,384,128,L,10,5,118,123
cartel_237_DRY-ng.png,384,128,L,138,5,246,123
cartel_237_DRY-ng.png,384,128,L,266,5,374,123
cartel_238_H9HBCM6-c.png,896,128,L,10,5,118,123
cartel_238_H9HBCM6-c.png,896,128,N,138,5,246,123
cartel_238_H9HBCM6-c.png,896,128,L,266,5,374,123
cartel_238_H9HBCM6-c.png,896,128,L,394,5,502,123
cartel_238_H9HBCM6-c.png,896,128,L,522,5,630,123
cartel_238_H9HBCM6-c.png,896,128,L,650,5,758,123
cartel_238_H9HBCM6-c.png,896,128,N,778,5,886,123
cartel_238_H9HBCM6-nsp.png,896,128,L,10,5,118,123
cartel_238_H9HBCM6-nsp.png,896,128,N,138,5,246,123
cartel_238_H9HBCM6-nsp.png,896,128,L,266,5,374,123
cartel_238_H9HBCM6-nsp.png,896,128,L,394,5,502,123
cartel_238_H9HBCM6-nsp.png,896,128,L,522,5,630,123
cartel_238_H9HBCM6-nsp.png,896,128,L,650,5,758,123
cartel_238_H9HBCM6-nsp.png,896,128,N,778,5,886,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,10,5,118,123
cartel_241_A54H82GXKP-nsp.png,1280,128,N,138,5,246,123
cartel_241_A54H82GXKP-nsp.png,1280,128,N,266,5,374,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,394,5,502,123
cartel_241_A54H82GXKP-nsp.png,1280,128,N,522,5,630,123
cartel_241_A54H82GXKP-nsp.png,1280,128,N,650,5,758,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,778,5,886,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,906,5,1014,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,1034,5,1142,123
cartel_241_A54H82GXKP-nsp.png,1280,128,L,1162,5,1270,123
cartel_245_8TNBQ2E-c.png,896,128,N,10,5,118,123
cartel_245_8TNBQ2E-c.png,896,128,L,138,5,246,123
cartel_245_8TNBQ2E-c.png,896,128,L,266,5,374,123
cartel_245_8TNBQ2E-c.png,896,128,L,394,5,502,123
cartel_245_8TNBQ2E-c.png,896,128,L,522,5,630,123
cartel_245_8TNBQ2E-c.png,896,128,N,650,5,758,123
cartel_245_8TNBQ2E-c.png,896,128,L,778,5,886,123
cartel_245_8TNBQ2E-nsp.png,896,128,N,10,5,118,123
cartel_245_8TNBQ2E-nsp.png,896,128,L,138,5,246,123
cartel_245_8TNBQ2E-nsp.png,896,128,L,266,5,374,123
cartel_245_8TNBQ2E-nsp.png,896,128,L,394,5,502,123
cartel_245_8TNBQ2E-nsp.png,896,128,L,522,5,630,123
cartel_245_8TNBQ2E-nsp.png,896,128,N,650,5,758,123
cartel_245_8TNBQ2E-nsp.png,896,128,L,778,5,886,123
cartel_250_T76YOJ-nsp.png,768,128,L,10,5,118,123
cartel_250_T76YOJ-nsp.png,768,128,N,138,5,246,123
cartel_250_T76YOJ-nsp.png,768,128,N,266,5,374,123
cartel_250_T76YOJ-nsp.png,768,128,L,394,5,502,123
cartel_250_T76YOJ-nsp.png,768,128,L,522,5,630,123
cartel_250_T76YOJ-nsp.png,768,128,L,650,5,758,123
cartel_251_T0YKJ9U-c.png,896,128,L,10,5,118,123
cartel_251_T0YKJ9U-c.png,896,128,N,138,5,246,123
cartel_251_T0YKJ9U-c.png,896,128,L,266,5,374,123
cartel_251_T0YKJ9U-c.png,896,128,L,394,5,502,123
cartel_251_T0YKJ9U-c.png,896,128,L,522,5,630,123
cartel_251_T0YKJ9U-c.png,896,128,N,650,5,758,123
cartel_251_T0YKJ9U-c.png,896,128,L,778,5,886,123
cartel_255_RX-c.png,256,128,L,10,5,118,123
cartel_255_RX-c.png,256,128,L,138,5,246,123
cartel_259_QN-ng.png,256,128,L,10,5,118,123
cartel_259_QN-ng.png,256,128,L,138,5,246,123
cartel_262_4S71WF-nsp.png,768,128,N,10,5,118,123
cartel_262_4S71WF-nsp.png,768,128,L,138,5,246,123
cartel_262_4S71WF-nsp.png,768,128,N,266,5,374,123
cartel_262_4S71WF-nsp.png,768,128,N,394,5,502,123
cartel_262_4S71WF-nsp.png,768,128,L,522,5,630,123
cartel_262_4S71WF-nsp.png,768,128,L,650,5,758,123
cartel_263_LF8HFN-nsp.png,768,128,L,10,5,118,123
cartel_263_LF8HFN-nsp.png,768,128,L,138,5,246,123
